ID_MARCA;MARCA;ID_LINHA;LINHA;DATA_VENDA;QTD_VENDA
4;VULT;3;MAQUIAGEM;23/10/2019;4
2;EUDORA;4;SOLAR;01/03/2019;5
4;VULT;3;MAQUIAGEM;22/12/2019;5
1;BOTICÁRIO;4;SOLAR;11/08/2019;20
4;VULT;1;CABELOS;30/06/2019;2
3;QUEM DISSE BERENICE;4;SOLAR;11/08/2019;6
5;BELEZA NA WEB;2;PERFUMARIA;15/10/2019;8
1;BOTICÁRIO;5;HIDRATANTES;18/08/2019;8
5;BELEZA NA WEB;5;HIDRATANTES;17/02/2019;4
5;BELEZA NA WEB;2;PERFUMARIA;14/12/2019;9
3;QUEM DISSE BERENICE;4;SOLAR;26/09/2019;17
5;BELEZA NA WEB;4;SOLAR;07/09/2019;19
5;BELEZA NA WEB;5;HIDRATANTES;09/02/2019;8
1;BOTICÁRIO;2;PERFUMARIA;31/05/2019;13
1;BOTICÁRIO;3;MAQUIAGEM;14/04/2019;4
4;VULT;3;MAQUIAGEM;02/05/2019;7
2;EUDORA;4;SOLAR;10/11/2019;3
4;VULT;3;MAQUIAGEM;23/06/2019;7
1;BOTICÁRIO;4;SOLAR;07/02/2019;20
3;QUEM DISSE BERENICE;1;CABELOS;27/03/2019;5
5;BELEZA NA WEB;4;SOLAR;07/05/2019;5
3;QUEM DISSE BERENICE;3;MAQUIAGEM;06/01/2019;11
5;BELEZA NA WEB;2;PERFUMARIA;07/07/2019;14
2;EUDORA;3;MAQUIAGEM;09/02/2019;10
5;BELEZA NA WEB;5;HIDRATANTES;31/01/2019;8
5;BELEZA NA WEB;3;MAQUIAGEM;31/12/2019;3
5;BELEZA NA WEB;2;PERFUMARIA;24/11/2019;20
3;QUEM DISSE BERENICE;1;CABELOS;21/02/2019;8
2;EUDORA;5;HIDRATANTES;05/07/2019;15
1;BOTICÁRIO;1;CABELOS;17/10/2019;11
2;EUDORA;3;MAQUIAGEM;27/07/2019;5
1;BOTICÁRIO;5;HIDRATANTES;28/02/2019;16
5;BELEZA NA WEB;4;SOLAR;13/07/2019;20
2;EUDORA;3;MAQUIAGEM;20/07/2019;10
1;BOTICÁRIO;5;HIDRATANTES;15/12/2019;5
4;VULT;1;CABELOS;19/06/2019;11
2;EUDORA;2;PERFUMARIA;28/10/2019;6
5;BELEZA NA WEB;5;HIDRATANTES;26/01/2019;13
3;QUEM DISSE BERENICE;2;PERFUMARIA;04/08/2019;2
2;EUDORA;4;SOLAR;28/10/2019;11
1;BOTICÁRIO;3;MAQUIAGEM;15/02/2019;12
5;BELEZA NA WEB;4;SOLAR;23/08/2019;5
5;BELEZA NA WEB;3;MAQUIAGEM;29/06/2019;16
4;VULT;1;CABELOS;28/03/2019;3
4;VULT;4;SOLAR;01/10/2019;19
3;QUEM DISSE BERENICE;4;SOLAR;25/05/2019;8
4;VULT;2;PERFUMARIA;07/11/2019;12
3;QUEM DISSE BERENICE;4;SOLAR;24/06/2019;14
1;BOTICÁRIO;2;PERFUMARIA;28/07/2019;18
2;EUDORA;2;PERFUMARIA;14/01/2019;6
2;EUDORA;5;HIDRATANTES;17/11/2019;3
5;BELEZA NA WEB;2;PERFUMARIA;08/03/2019;11
1;BOTICÁRIO;1;CABELOS;09/08/2019;14
5;BELEZA NA WEB;4;SOLAR;10/09/2019;11
4;VULT;5;HIDRATANTES;23/05/2019;16
4;VULT;2;PERFUMARIA;15/09/2019;8
5;BELEZA NA WEB;1;CABELOS;10/11/2019;14
2;EUDORA;4;SOLAR;15/12/2019;17
2;EUDORA;1;CABELOS;25/06/2019;1
3;QUEM DISSE BERENICE;2;PERFUMARIA;06/06/2019;19
1;BOTICÁRIO;5;HIDRATANTES;29/10/2019;14
2;EUDORA;5;HIDRATANTES;17/06/2019;5
5;BELEZA NA WEB;4;SOLAR;02/05/2019;18
2;EUDORA;1;CABELOS;02/10/2019;18
4;VULT;1;CABELOS;30/10/2019;12
3;QUEM DISSE BERENICE;3;MAQUIAGEM;19/02/2019;16
1;BOTICÁRIO;1;CABELOS;01/04/2019;8
4;VULT;5;HIDRATANTES;01/07/2019;3
1;BOTICÁRIO;2;PERFUMARIA;19/09/2019;12
2;EUDORA;2;PERFUMARIA;13/02/2019;7
1;BOTICÁRIO;3;MAQUIAGEM;03/04/2019;9
2;EUDORA;3;MAQUIAGEM;22/01/2019;12
1;BOTICÁRIO;4;SOLAR;06/07/2019;7
3;QUEM DISSE BERENICE;1;CABELOS;22/07/2019;13
1;BOTICÁRIO;2;PERFUMARIA;27/04/2019;9
1;BOTICÁRIO;5;HIDRATANTES;25/07/2019;16
3;QUEM DISSE BERENICE;2;PERFUMARIA;28/02/2019;20
2;EUDORA;4;SOLAR;15/07/2019;8
4;VULT;4;SOLAR;02/05/2019;20
5;BELEZA NA WEB;1;CABELOS;11/03/2019;8
4;VULT;4;SOLAR;01/11/2019;2
1;BOTICÁRIO;4;SOLAR;30/03/2019;3
2;EUDORA;2;PERFUMARIA;28/08/2019;15
1;BOTICÁRIO;2;PERFUMARIA;30/05/2019;19
4;VULT;4;SOLAR;26/05/2019;8
5;BELEZA NA WEB;4;SOLAR;04/11/2019;17
1;BOTICÁRIO;3;MAQUIAGEM;08/05/2019;13
3;QUEM DISSE BERENICE;3;MAQUIAGEM;07/03/2019;20
5;BELEZA NA WEB;1;CABELOS;21/10/2019;2
2;EUDORA;1;CABELOS;05/05/2019;8
5;BELEZA NA WEB;1;CABELOS;30/09/2019;1
4;VULT;5;HIDRATANTES;10/01/2019;5
4;VULT;5;HIDRATANTES;23/07/2019;20
2;EUDORA;3;MAQUIAGEM;18/03/2019;13
4;VULT;4;SOLAR;28/04/2019;1
3;QUEM DISSE BERENICE;2;PERFUMARIA;09/08/2019;6
3;QUEM DISSE BERENICE;5;HIDRATANTES;30/03/2019;15
2;EUDORA;2;PERFUMARIA;26/08/2019;6
5;BELEZA NA WEB;2;PERFUMARIA;27/07/2019;11
2;EUDORA;2;PERFUMARIA;14/03/2019;3
5;BELEZA NA WEB;4;SOLAR;20/04/2019;12
2;EUDORA;3;MAQUIAGEM;06/05/2019;5
4;VULT;5;HIDRATANTES;31/08/2019;12
5;BELEZA NA WEB;1;CABELOS;24/10/2019;16
2;EUDORA;2;PERFUMARIA;27/10/2019;13
2;EUDORA;5;HIDRATANTES;18/07/2019;18
5;BELEZA NA WEB;5;HIDRATANTES;07/10/2019;6
2;EUDORA;5;HIDRATANTES;06/09/2019;17
5;BELEZA NA WEB;2;PERFUMARIA;27/01/2019;16
1;BOTICÁRIO;4;SOLAR;14/03/2019;15
5;BELEZA NA WEB;3;MAQUIAGEM;09/10/2019;11
3;QUEM DISSE BERENICE;2;PERFUMARIA;02/04/2019;2
1;BOTICÁRIO;5;HIDRATANTES;11/11/2019;3
1;BOTICÁRIO;4;SOLAR;01/11/2019;7
2;EUDORA;2;PERFUMARIA;14/03/2019;12
3;QUEM DISSE BERENICE;3;MAQUIAGEM;14/05/2019;16
5;BELEZA NA WEB;4;SOLAR;04/04/2019;8
1;BOTICÁRIO;3;MAQUIAGEM;23/06/2019;11
3;QUEM DISSE BERENICE;3;MAQUIAGEM;14/08/2019;5
1;BOTICÁRIO;1;CABELOS;23/02/2019;9
2;EUDORA;5;HIDRATANTES;30/11/2019;20
4;VULT;1;CABELOS;06/04/2019;9
4;VULT;1;CABELOS;22/08/2019;2
3;QUEM DISSE BERENICE;5;HIDRATANTES;08/04/2019;13
4;VULT;5;HIDRATANTES;19/12/2019;3
4;VULT;5;HIDRATANTES;08/09/2019;11
4;VULT;3;MAQUIAGEM;18/08/2019;14
1;BOTICÁRIO;1;CABELOS;08/09/2019;15
1;BOTICÁRIO;5;HIDRATANTES;16/02/2019;14
3;QUEM DISSE BERENICE;4;SOLAR;21/11/2019;5
4;VULT;3;MAQUIAGEM;08/10/2019;13
2;EUDORA;1;CABELOS;05/02/2019;2
3;QUEM DISSE BERENICE;1;CABELOS;30/05/2019;16
2;EUDORA;2;PERFUMARIA;02/06/2019;12
2;EUDORA;1;CABELOS;21/05/2019;10
1;BOTICÁRIO;1;CABELOS;08/04/2019;8
5;BELEZA NA WEB;1;CABELOS;14/11/2019;3
5;BELEZA NA WEB;2;PERFUMARIA;01/04/2019;16
4;VULT;2;PERFUMARIA;23/05/2019;11
5;BELEZA NA WEB;4;SOLAR;05/07/2019;6
4;VULT;4;SOLAR;13/04/2019;4
2;EUDORA;4;SOLAR;13/03/2019;10
5;BELEZA NA WEB;3;MAQUIAGEM;22/07/2019;4
4;VULT;2;PERFUMARIA;09/03/2019;10
1;BOTICÁRIO;1;CABELOS;12/06/2019;17
4;VULT;4;SOLAR;25/05/2019;11
5;BELEZA NA WEB;5;HIDRATANTES;23/06/2019;9
3;QUEM DISSE BERENICE;5;HIDRATANTES;28/07/2019;9
5;BELEZA NA WEB;1;CABELOS;04/08/2019;5
5;BELEZA NA WEB;5;HIDRATANTES;04/01/2019;5
3;QUEM DISSE BERENICE;3;MAQUIAGEM;02/06/2019;10
5;BELEZA NA WEB;5;HIDRATANTES;30/01/2019;7
4;VULT;3;MAQUIAGEM;26/08/2019;18
2;EUDORA;2;PERFUMARIA;07/01/2019;12
3;QUEM DISSE BERENICE;5;HIDRATANTES;09/08/2019;16
5;BELEZA NA WEB;5;HIDRATANTES;09/01/2019;20
4;VULT;5;HIDRATANTES;04/10/2019;20
1;BOTICÁRIO;4;SOLAR;08/06/2019;5
5;BELEZA NA WEB;2;PERFUMARIA;16/11/2019;19
2;EUDORA;2;PERFUMARIA;07/11/2019;10
4;VULT;3;MAQUIAGEM;17/07/2019;20
2;EUDORA;3;MAQUIAGEM;14/10/2019;5
3;QUEM DISSE BERENICE;1;CABELOS;07/05/2019;18
4;VULT;5;HIDRATANTES;08/01/2019;5
1;BOTICÁRIO;5;HIDRATANTES;13/04/2019;4
2;EUDORA;5;HIDRATANTES;29/05/2019;12
3;QUEM DISSE BERENICE;4;SOLAR;11/05/2019;20
2;EUDORA;3;MAQUIAGEM;01/09/2019;17
1;BOTICÁRIO;1;CABELOS;01/03/2019;13
4;VULT;4;SOLAR;13/10/2019;12
1;BOTICÁRIO;4;SOLAR;04/08/2019;15
3;QUEM DISSE BERENICE;4;SOLAR;04/09/2019;7
4;VULT;5;HIDRATANTES;15/06/2019;18
2;EUDORA;2;PERFUMARIA;17/12/2019;9
3;QUEM DISSE BERENICE;3;MAQUIAGEM;29/01/2019;15
4;VULT;1;CABELOS;05/11/2019;5
5;BELEZA NA WEB;4;SOLAR;06/05/2019;12
4;VULT;4;SOLAR;25/06/2019;2
3;QUEM DISSE BERENICE;4;SOLAR;30/09/2019;1
3;QUEM DISSE BERENICE;3;MAQUIAGEM;19/09/2019;13
5;BELEZA NA WEB;1;CABELOS;02/01/2019;12
2;EUDORA;4;SOLAR;09/03/2019;6
3;QUEM DISSE BERENICE;1;CABELOS;07/05/2019;18
4;VULT;3;MAQUIAGEM;02/12/2019;1
4;VULT;2;PERFUMARIA;24/05/2019;20
4;VULT;4;SOLAR;20/09/2019;7
4;VULT;3;MAQUIAGEM;25/01/2019;2
2;EUDORA;3;MAQUIAGEM;29/12/2019;2
2;EUDORA;4;SOLAR;25/11/2019;1
1;BOTICÁRIO;3;MAQUIAGEM;08/12/2019;10
2;EUDORA;3;MAQUIAGEM;22/09/2019;14
3;QUEM DISSE BERENICE;1;CABELOS;20/06/2019;2
5;BELEZA NA WEB;4;SOLAR;27/08/2019;3
5;BELEZA NA WEB;3;MAQUIAGEM;31/05/2019;6
4;VULT;2;PERFUMARIA;25/07/2019;5
3;QUEM DISSE BERENICE;3;MAQUIAGEM;01/03/2019;6
4;VULT;4;SOLAR;10/03/2019;5
4;VULT;5;HIDRATANTES;29/10/2019;14
1;BOTICÁRIO;1;CABELOS;08/12/2019;18
2;EUDORA;3;MAQUIAGEM;08/01/2019;13
3;QUEM DISSE BERENICE;1;CABELOS;23/08/2019;13
3;QUEM DISSE BERENICE;5;HIDRATANTES;17/05/2019;13
2;EUDORA;4;SOLAR;23/03/2019;16
3;QUEM DISSE BERENICE;3;MAQUIAGEM;30/06/2019;20
1;BOTICÁRIO;3;MAQUIAGEM;24/11/2019;17
2;EUDORA;3;MAQUIAGEM;26/07/2019;20
3;QUEM DISSE BERENICE;2;PERFUMARIA;25/06/2019;20
2;EUDORA;2;PERFUMARIA;23/04/2019;11
2;EUDORA;4;SOLAR;04/04/2019;12
4;VULT;4;SOLAR;23/05/2019;14
3;QUEM DISSE BERENICE;5;HIDRATANTES;19/03/2019;20
1;BOTICÁRIO;3;MAQUIAGEM;27/03/2019;20
3;QUEM DISSE BERENICE;3;MAQUIAGEM;13/09/2019;17
1;BOTICÁRIO;5;HIDRATANTES;30/07/2019;2
5;BELEZA NA WEB;3;MAQUIAGEM;07/06/2019;13
1;BOTICÁRIO;3;MAQUIAGEM;23/11/2019;11
4;VULT;2;PERFUMARIA;26/02/2019;2
3;QUEM DISSE BERENICE;5;HIDRATANTES;14/08/2019;14
3;QUEM DISSE BERENICE;3;MAQUIAGEM;29/09/2019;10
1;BOTICÁRIO;5;HIDRATANTES;06/01/2019;5
2;EUDORA;2;PERFUMARIA;15/03/2019;20
4;VULT;2;PERFUMARIA;02/08/2019;11
4;VULT;3;MAQUIAGEM;06/01/2019;17
1;BOTICÁRIO;4;SOLAR;14/06/2019;19
3;QUEM DISSE BERENICE;2;PERFUMARIA;10/10/2019;14
1;BOTICÁRIO;5;HIDRATANTES;23/04/2019;14
3;QUEM DISSE BERENICE;2;PERFUMARIA;06/04/2019;1
3;QUEM DISSE BERENICE;1;CABELOS;13/07/2019;12
4;VULT;2;PERFUMARIA;09/08/2019;8
1;BOTICÁRIO;4;SOLAR;11/10/2019;7
3;QUEM DISSE BERENICE;1;CABELOS;01/07/2019;10
1;BOTICÁRIO;1;CABELOS;29/07/2019;17
2;EUDORA;5;HIDRATANTES;03/06/2019;16
2;EUDORA;3;MAQUIAGEM;28/12/2019;13
5;BELEZA NA WEB;3;MAQUIAGEM;03/11/2019;4
4;VULT;4;SOLAR;20/02/2019;15
4;VULT;2;PERFUMARIA;10/06/2019;12
4;VULT;1;CABELOS;25/10/2019;16
5;BELEZA NA WEB;4;SOLAR;19/03/2019;15
2;EUDORA;3;MAQUIAGEM;19/10/2019;16
3;QUEM DISSE BERENICE;4;SOLAR;20/09/2019;11
2;EUDORA;4;SOLAR;31/12/2019;15
4;VULT;3;MAQUIAGEM;01/01/2019;20
1;BOTICÁRIO;3;MAQUIAGEM;01/12/2019;2
1;BOTICÁRIO;5;HIDRATANTES;06/02/2019;19
4;VULT;2;PERFUMARIA;13/08/2019;17
4;VULT;3;MAQUIAGEM;18/08/2019;7
1;BOTICÁRIO;3;MAQUIAGEM;20/09/2019;8
3;QUEM DISSE BERENICE;1;CABELOS;02/09/2019;5
5;BELEZA NA WEB;3;MAQUIAGEM;03/01/2019;17
3;QUEM DISSE BERENICE;5;HIDRATANTES;13/02/2019;7
3;QUEM DISSE BERENICE;2;PERFUMARIA;08/03/2019;5
3;QUEM DISSE BERENICE;5;HIDRATANTES;02/10/2019;3
1;BOTICÁRIO;3;MAQUIAGEM;12/01/2019;20
3;QUEM DISSE BERENICE;2;PERFUMARIA;26/02/2019;20
4;VULT;5;HIDRATANTES;01/12/2019;5
2;EUDORA;4;SOLAR;21/06/2019;19
1;BOTICÁRIO;3;MAQUIAGEM;21/02/2019;10
1;BOTICÁRIO;4;SOLAR;24/08/2019;8
1;BOTICÁRIO;2;PERFUMARIA;20/06/2019;4
2;EUDORA;1;CABELOS;21/11/2019;17
3;QUEM DISSE BERENICE;4;SOLAR;04/06/2019;3
2;EUDORA;5;HIDRATANTES;04/03/2019;17
5;BELEZA NA WEB;4;SOLAR;25/11/2019;11
1;BOTICÁRIO;1;CABELOS;17/12/2019;9
1;BOTICÁRIO;1;CABELOS;20/04/2019;7
3;QUEM DISSE BERENICE;5;HIDRATANTES;23/09/2019;1
2;EUDORA;2;PERFUMARIA;28/12/2019;18
5;BELEZA NA WEB;4;SOLAR;27/03/2019;3
4;VULT;2;PERFUMARIA;25/10/2019;6
3;QUEM DISSE BERENICE;1;CABELOS;17/09/2019;18
1;BOTICÁRIO;5;HIDRATANTES;13/10/2019;16
1;BOTICÁRIO;1;CABELOS;02/06/2019;14
5;BELEZA NA WEB;2;PERFUMARIA;28/10/2019;18
5;BELEZA NA WEB;4;SOLAR;01/03/2019;7
2;EUDORA;2;PERFUMARIA;19/01/2019;18
2;EUDORA;3;MAQUIAGEM;12/06/2019;2
5;BELEZA NA WEB;1;CABELOS;21/11/2019;11
1;BOTICÁRIO;1;CABELOS;11/11/2019;8
4;VULT;4;SOLAR;04/11/2019;5
5;BELEZA NA WEB;3;MAQUIAGEM;14/02/2019;4
1;BOTICÁRIO;2;PERFUMARIA;05/04/2019;16
1;BOTICÁRIO;2;PERFUMARIA;01/10/2019;20
1;BOTICÁRIO;1;CABELOS;06/04/2019;10
5;BELEZA NA WEB;2;PERFUMARIA;29/10/2019;15
1;BOTICÁRIO;2;PERFUMARIA;20/10/2019;18
4;VULT;1;CABELOS;26/05/2019;3
3;QUEM DISSE BERENICE;1;CABELOS;20/06/2019;9
1;BOTICÁRIO;4;SOLAR;02/10/2019;13
2;EUDORA;2;PERFUMARIA;24/06/2019;19
4;VULT;2;PERFUMARIA;07/01/2019;1
2;EUDORA;1;CABELOS;23/03/2019;10
2;EUDORA;1;CABELOS;11/07/2019;18
5;BELEZA NA WEB;4;SOLAR;20/07/2019;3
2;EUDORA;1;CABELOS;17/07/2019;6
2;EUDORA;4;SOLAR;03/10/2019;2
1;BOTICÁRIO;5;HIDRATANTES;24/11/2019;20
4;VULT;2;PERFUMARIA;03/08/2019;17
5;BELEZA NA WEB;3;MAQUIAGEM;22/03/2019;7
1;BOTICÁRIO;5;HIDRATANTES;15/04/2019;1
4;VULT;4;SOLAR;19/04/2019;12
5;BELEZA NA WEB;2;PERFUMARIA;18/11/2019;1
3;QUEM DISSE BERENICE;1;CABELOS;04/08/2019;8
5;BELEZA NA WEB;5;HIDRATANTES;28/09/2019;7
2;EUDORA;4;SOLAR;26/06/2019;4
2;EUDORA;2;PERFUMARIA;06/11/2019;2
1;BOTICÁRIO;4;SOLAR;14/12/2019;4
2;EUDORA;1;CABELOS;14/01/2019;6
4;VULT;5;HIDRATANTES;09/12/2019;12
5;BELEZA NA WEB;2;PERFUMARIA;07/09/2019;13
1;BOTICÁRIO;5;HIDRATANTES;04/09/2019;20
5;BELEZA NA WEB;2;PERFUMARIA;27/04/2019;4
4;VULT;1;CABELOS;01/07/2019;2
3;QUEM DISSE BERENICE;2;PERFUMARIA;20/12/2019;11
3;QUEM DISSE BERENICE;2;PERFUMARIA;22/05/2019;2
3;QUEM DISSE BERENICE;1;CABELOS;14/06/2019;5
2;EUDORA;5;HIDRATANTES;28/05/2019;12
1;BOTICÁRIO;5;HIDRATANTES;23/06/2019;16
4;VULT;5;HIDRATANTES;21/05/2019;7
4;VULT;5;HIDRATANTES;26/03/2019;16
4;VULT;5;HIDRATANTES;16/12/2019;12
4;VULT;2;PERFUMARIA;09/07/2019;5
4;VULT;1;CABELOS;02/12/2019;17
2;EUDORA;5;HIDRATANTES;11/12/2019;6
4;VULT;2;PERFUMARIA;11/01/2019;18
4;VULT;1;CABELOS;11/04/2019;20
3;QUEM DISSE BERENICE;1;CABELOS;02/01/2019;10
4;VULT;4;SOLAR;27/11/2019;9
5;BELEZA NA WEB;2;PERFUMARIA;05/01/2019;3
1;BOTICÁRIO;4;SOLAR;11/08/2019;2
4;VULT;2;PERFUMARIA;30/07/2019;15
3;QUEM DISSE BERENICE;5;HIDRATANTES;11/02/2019;3
1;BOTICÁRIO;5;HIDRATANTES;12/03/2019;15
5;BELEZA NA WEB;4;SOLAR;20/10/2019;16
2;EUDORA;5;HIDRATANTES;18/02/2019;11
2;EUDORA;1;CABELOS;07/09/2019;16
2;EUDORA;1;CABELOS;15/12/2019;20
5;BELEZA NA WEB;4;SOLAR;20/02/2019;8
5;BELEZA NA WEB;2;PERFUMARIA;09/06/2019;13
4;VULT;5;HIDRATANTES;26/12/2019;6
2;EUDORA;3;MAQUIAGEM;20/08/2019;5
4;VULT;4;SOLAR;03/03/2019;7
4;VULT;4;SOLAR;25/07/2019;13
1;BOTICÁRIO;3;MAQUIAGEM;06/05/2019;13
5;BELEZA NA WEB;5;HIDRATANTES;04/05/2019;16
4;VULT;1;CABELOS;17/12/2019;10
5;BELEZA NA WEB;5;HIDRATANTES;03/06/2019;9
1;BOTICÁRIO;3;MAQUIAGEM;22/12/2019;11
3;QUEM DISSE BERENICE;5;HIDRATANTES;27/03/2019;18
3;QUEM DISSE BERENICE;5;HIDRATANTES;25/12/2019;13
3;QUEM DISSE BERENICE;2;PERFUMARIA;19/05/2019;15
4;VULT;3;MAQUIAGEM;29/04/2019;14
2;EUDORA;2;PERFUMARIA;10/09/2019;15
1;BOTICÁRIO;1;CABELOS;03/04/2019;11
4;VULT;3;MAQUIAGEM;22/07/2019;10
3;QUEM DISSE BERENICE;4;SOLAR;15/10/2019;14
3;QUEM DISSE BERENICE;3;MAQUIAGEM;20/11/2019;11
3;QUEM DISSE BERENICE;3;MAQUIAGEM;29/07/2019;4
1;BOTICÁRIO;2;PERFUMARIA;24/03/2019;13
1;BOTICÁRIO;3;MAQUIAGEM;20/09/2019;6
3;QUEM DISSE BERENICE;2;PERFUMARIA;02/06/2019;11
4;VULT;1;CABELOS;23/09/2019;15
2;EUDORA;2;PERFUMARIA;13/01/2019;8
4;VULT;1;CABELOS;06/05/2019;12
1;BOTICÁRIO;1;CABELOS;09/11/2019;18
1;BOTICÁRIO;4;SOLAR;25/05/2019;11
1;BOTICÁRIO;1;CABELOS;08/11/2019;3
4;VULT;2;PERFUMARIA;03/05/2019;5
5;BELEZA NA WEB;3;MAQUIAGEM;25/01/2019;12
3;QUEM DISSE BERENICE;2;PERFUMARIA;01/10/2019;9
1;BOTICÁRIO;5;HIDRATANTES;29/04/2019;17
3;QUEM DISSE BERENICE;4;SOLAR;23/08/2019;7
1;BOTICÁRIO;3;MAQUIAGEM;24/05/2019;12
2;EUDORA;5;HIDRATANTES;15/07/2019;17
1;BOTICÁRIO;1;CABELOS;17/09/2019;11
1;BOTICÁRIO;5;HIDRATANTES;19/06/2019;8
5;BELEZA NA WEB;4;SOLAR;02/04/2019;17
3;QUEM DISSE BERENICE;2;PERFUMARIA;22/09/2019;17
2;EUDORA;5;HIDRATANTES;18/09/2019;12
2;EUDORA;5;HIDRATANTES;06/10/2019;6
2;EUDORA;4;SOLAR;09/05/2019;14
4;VULT;4;SOLAR;15/08/2019;10
2;EUDORA;4;SOLAR;07/08/2019;2
1;BOTICÁRIO;4;SOLAR;30/11/2019;5
3;QUEM DISSE BERENICE;3;MAQUIAGEM;04/07/2019;4
2;EUDORA;5;HIDRATANTES;03/10/2019;17
3;QUEM DISSE BERENICE;5;HIDRATANTES;25/05/2019;17
4;VULT;1;CABELOS;20/03/2019;20
2;EUDORA;2;PERFUMARIA;24/03/2019;18
2;EUDORA;5;HIDRATANTES;13/07/2019;1
5;BELEZA NA WEB;3;MAQUIAGEM;04/07/2019;7
1;BOTICÁRIO;5;HIDRATANTES;02/03/2019;17
5;BELEZA NA WEB;4;SOLAR;07/05/2019;16
5;BELEZA NA WEB;3;MAQUIAGEM;12/08/2019;20
1;BOTICÁRIO;3;MAQUIAGEM;31/05/2019;7
3;QUEM DISSE BERENICE;2;PERFUMARIA;07/07/2019;11
3;QUEM DISSE BERENICE;1;CABELOS;12/08/2019;13
2;EUDORA;2;PERFUMARIA;29/07/2019;14
2;EUDORA;2;PERFUMARIA;02/03/2019;15
5;BELEZA NA WEB;2;PERFUMARIA;16/10/2019;16
1;BOTICÁRIO;1;CABELOS;02/04/2019;6
2;EUDORA;1;CABELOS;15/12/2019;3
4;VULT;2;PERFUMARIA;26/10/2019;6
3;QUEM DISSE BERENICE;2;PERFUMARIA;26/11/2019;12
5;BELEZA NA WEB;4;SOLAR;28/02/2019;10
4;VULT;5;HIDRATANTES;12/01/2019;14
3;QUEM DISSE BERENICE;1;CABELOS;14/01/2019;3
1;BOTICÁRIO;1;CABELOS;11/10/2019;12
2;EUDORA;4;SOLAR;21/07/2019;12
2;EUDORA;5;HIDRATANTES;17/04/2019;20
2;EUDORA;4;SOLAR;04/08/2019;10
4;VULT;4;SOLAR;12/09/2019;19
2;EUDORA;5;HIDRATANTES;10/12/2019;14
5;BELEZA NA WEB;2;PERFUMARIA;28/02/2019;13
5;BELEZA NA WEB;1;CABELOS;01/03/2019;14
2;EUDORA;3;MAQUIAGEM;02/12/2019;5
1;BOTICÁRIO;1;CABELOS;06/06/2019;9
3;QUEM DISSE BERENICE;3;MAQUIAGEM;24/11/2019;6
5;BELEZA NA WEB;3;MAQUIAGEM;24/01/2019;14
4;VULT;2;PERFUMARIA;20/04/2019;3
2;EUDORA;1;CABELOS;27/05/2019;13
2;EUDORA;2;PERFUMARIA;17/10/2019;19
1;BOTICÁRIO;4;SOLAR;23/11/2019;4
5;BELEZA NA WEB;4;SOLAR;25/05/2019;14
5;BELEZA NA WEB;4;SOLAR;19/09/2019;9
1;BOTICÁRIO;1;CABELOS;12/02/2019;16
3;QUEM DISSE BERENICE;5;HIDRATANTES;09/09/2019;11
3;QUEM DISSE BERENICE;4;SOLAR;05/12/2019;8
3;QUEM DISSE BERENICE;4;SOLAR;20/02/2019;2
1;BOTICÁRIO;4;SOLAR;20/02/2019;7
2;EUDORA;3;MAQUIAGEM;11/08/2019;11
1;BOTICÁRIO;2;PERFUMARIA;11/09/2019;15
3;QUEM DISSE BERENICE;3;MAQUIAGEM;30/08/2019;20
2;EUDORA;1;CABELOS;21/10/2019;19
2;EUDORA;5;HIDRATANTES;14/04/2019;18
1;BOTICÁRIO;1;CABELOS;13/07/2019;18
2;EUDORA;4;SOLAR;22/12/2019;13
2;EUDORA;2;PERFUMARIA;07/11/2019;1
2;EUDORA;5;HIDRATANTES;02/01/2019;2
3;QUEM DISSE BERENICE;1;CABELOS;16/08/2019;4
5;BELEZA NA WEB;3;MAQUIAGEM;18/05/2019;20
2;EUDORA;4;SOLAR;05/05/2019;9
5;BELEZA NA WEB;5;HIDRATANTES;28/07/2019;18
1;BOTICÁRIO;2;PERFUMARIA;26/06/2019;11
1;BOTICÁRIO;4;SOLAR;18/11/2019;8
2;EUDORA;4;SOLAR;04/11/2019;6
3;QUEM DISSE BERENICE;4;SOLAR;08/10/2019;20
2;EUDORA;5;HIDRATANTES;28/04/2019;5
4;VULT;1;CABELOS;17/01/2019;8
3;QUEM DISSE BERENICE;1;CABELOS;04/03/2019;16
1;BOTICÁRIO;2;PERFUMARIA;18/11/2019;17
3;QUEM DISSE BERENICE;5;HIDRATANTES;09/07/2019;2
5;BELEZA NA WEB;3;MAQUIAGEM;28/02/2019;4
2;EUDORA;2;PERFUMARIA;06/12/2019;15
1;BOTICÁRIO;1;CABELOS;05/10/2019;9
1;BOTICÁRIO;3;MAQUIAGEM;13/06/2019;11
4;VULT;3;MAQUIAGEM;24/07/2019;19
2;EUDORA;3;MAQUIAGEM;28/04/2019;14
4;VULT;3;MAQUIAGEM;24/12/2019;5
5;BELEZA NA WEB;3;MAQUIAGEM;08/09/2019;2
3;QUEM DISSE BERENICE;5;HIDRATANTES;29/04/2019;8
4;VULT;1;CABELOS;21/05/2019;14
3;QUEM DISSE BERENICE;2;PERFUMARIA;05/08/2019;10
5;BELEZA NA WEB;5;HIDRATANTES;31/10/2019;20
1;BOTICÁRIO;2;PERFUMARIA;04/09/2019;3
5;BELEZA NA WEB;5;HIDRATANTES;17/06/2019;9
2;EUDORA;5;HIDRATANTES;08/11/2019;3
